course,datetime,action,information,anoname,ip_address
CSAAA-2013J,2023 January 04 05:11,resource,,Male#705379,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#186149,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#291334,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,subpage,,Male#749412,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#2671132,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#1758449,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,homepage,,Male#606143,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Female#2062879,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#205350,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Female#1518989,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#241649,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#186149,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#235507,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#444677,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#2557283,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#518879,X.Y.Z
CSBBB-2013B,2023 May 18 05:11,assessment,TMA,Female#404727,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#760729,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#98313,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#601882,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#271251,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#298696,X.Y.Z
CSAAA-2014J,2023 June 23 05:11,assessment,TMA,Male#345440,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#306466,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#2412002,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#342514,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#2641155,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#350188,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2591421,X.Y.Z
CSAAA-2014J,2023 February 01 05:11,assessment,TMA,Female#1609002,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#187100,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#554795,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#558662,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#262011,X.Y.Z
CSAAA-2013J,2023 January 09 05:17,registration,,Male#415969,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#318101,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#509768,X.Y.Z
CSBBB-2013B,2023 May 09 05:11,assessment,TMA,Female#547689,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2479954,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Female#365244,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#159954,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#281250,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,homepage,,Female#298696,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#493186,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#705379,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Female#155854,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#180753,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#229361,X.Y.Z
CSBBB-2013B,2023 July 10 05:11,assessment,TMA,Female#481580,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#569225,X.Y.Z
CSBBB-2013B,2023 January 27 05:11,assessment,TMA,Female#557308,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#386952,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Female#949618,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#365707,X.Y.Z
CSBBB-2013B,2023 May 13 05:11,assessment,TMA,Female#498175,X.Y.Z
CSBBB-2013B,2023 February 25 05:11,assessment,TMA,Female#2244724,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Female#32885,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#2194100,X.Y.Z
CSBBB-2013J,2023 January 09 05:14,registration,,Female#2320306,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#2482700,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,url,,Male#749412,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#513210,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#53025,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#104476,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#1758449,X.Y.Z
CSAAA-2014J,2023 March 04 05:11,assessment,TMA,Male#358182,X.Y.Z
CSAAA-2013J,2023 April 26 05:11,assessment,TMA,Male#342514,X.Y.Z
CSAAA-2014J,2023 March 17 05:11,assessment,TMA,Male#500113,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#405995,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Male#2671132,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#2364471,X.Y.Z
CSBBB-2013B,2023 April 05 05:11,assessment,TMA,Female#533324,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#268073,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2182846,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#606143,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#760729,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#101781,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#129955,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Female#342007,X.Y.Z
CSAAA-2013J,2023 June 24 05:11,assessment,TMA,Female#2376496,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,subpage,,Female#2529279,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#553729,X.Y.Z
CSAAA-2014J,2023 May 06 05:11,assessment,TMA,Male#2467267,X.Y.Z
CSBBB-2013B,2023 January 30 05:11,assessment,TMA,Female#34756,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#563878,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Male#386952,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Male#343446,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#705379,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Male#312537,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#689129,X.Y.Z
CSAAA-2013J,2023 March 04 05:11,assessment,TMA,Female#2498700,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Female#551715,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Male#185439,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#324084,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Female#1729319,X.Y.Z
CSBBB-2013B,2023 August 06 05:11,assessment,TMA,Female#544859,X.Y.Z
CSBBB-2013B,2023 February 22 05:11,assessment,TMA,Female#555838,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Male#2411778,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#498967,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,homepage,,Female#2412967,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#75091,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2411778,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#286690,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#183947,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#62155,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#369986,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#486521,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,forumng,,Male#63400,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#559495,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#306466,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Male#205350,X.Y.Z
CSBBB-2013B,2023 June 19 05:11,assessment,TMA,Male#1753965,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#281250,X.Y.Z
CSBBB-2013B,2023 June 15 05:11,assessment,TMA,Female#477167,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#480815,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Male#508818,X.Y.Z
CSAAA-2013J,2023 May 05 05:11,assessment,TMA,Female#2529279,X.Y.Z
CSBBB-2013B,2023 May 24 05:11,assessment,TMA,Female#1858523,X.Y.Z
CSAAA-2013J,2023 February 01 05:11,assessment,TMA,Male#2456480,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Female#305539,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#353093,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#380953,X.Y.Z
CSAAA-2014J,2023 February 28 05:11,assessment,TMA,Male#2355470,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Female#1729319,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2555340,X.Y.Z
CSBBB-2013B,2023 March 12 05:11,assessment,TMA,Female#558903,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#614668,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,subpage,,Male#184271,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#2671132,X.Y.Z
CSAAA-2013J,2023 February 28 05:11,assessment,TMA,Female#1414443,X.Y.Z
CSBBB-2013B,2023 July 11 05:11,assessment,TMA,Female#352364,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#595232,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2380539,X.Y.Z
CSAAA-2014J,2023 June 21 05:11,assessment,TMA,Female#351336,X.Y.Z
CSBBB-2013B,2023 July 13 05:11,assessment,TMA,Female#2377567,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#1678401,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#705379,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Male#175932,X.Y.Z
CSBBB-2013B,2023 May 16 05:11,assessment,TMA,Female#62631,X.Y.Z
CSAAA-2014J,2023 August 11 05:11,assessment,TMA,Male#254625,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Female#2676809,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#306466,X.Y.Z
CSAAA-2013J,2023 May 01 05:11,assessment,TMA,Male#342972,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,forumng,,Female#489455,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Female#318933,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#185439,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#1659662,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#331358,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#2460080,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Female#32885,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Female#554898,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Male#2641155,X.Y.Z
CSBBB-2013B,2023 May 07 05:11,assessment,TMA,Male#561343,X.Y.Z
CSAAA-2014J,2023 August 10 05:11,assessment,TMA,Female#26192,X.Y.Z
CSBBB-2013B,2023 May 19 05:11,assessment,TMA,Female#549204,X.Y.Z
CSAAA-2014J,2023 April 21 05:11,assessment,TMA,Female#593987,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#2557283,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,forumng,,Female#258894,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#517778,X.Y.Z
CSBBB-2013B,2023 June 14 05:11,assessment,TMA,Female#554930,X.Y.Z
CSBBB-2014B,2023 January 09 05:17,registration,,Female#117699,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#1640609,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#2518653,X.Y.Z
CSAAA-2013J,2023 February 04 05:11,assessment,TMA,Female#2312620,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Male#300398,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2146792,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Female#2358969,X.Y.Z
CSAAA-2013J,2023 January 28 05:11,assessment,TMA,Male#1765788,X.Y.Z
CSBBB-2013B,2023 May 10 05:11,assessment,TMA,Female#156835,X.Y.Z
CSBBB-2013B,2023 May 11 05:11,assessment,TMA,Male#555674,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#186149,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#537434,X.Y.Z
CSBBB-2013B,2023 April 22 05:11,assessment,TMA,Female#506650,X.Y.Z
CSBBB-2013J,2023 January 09 05:13,registration,,Female#564972,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#600658,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#375260,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#335600,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Female#2364471,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,oucontent,,Male#2518069,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Female#2364471,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Female#133155,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#2649826,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#291334,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#420631,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#255548,X.Y.Z
CSBBB-2013B,2023 January 24 05:11,assessment,TMA,Female#2322046,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#544351,X.Y.Z
CSAAA-2013J,2023 June 22 05:11,assessment,TMA,Female#62155,X.Y.Z
CSBBB-2013B,2023 May 23 05:11,assessment,TMA,Female#555838,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#116692,X.Y.Z
CSAAA-2014J,2023 August 12 05:11,assessment,TMA,Female#1484804,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,url,,Female#721259,X.Y.Z
CSBBB-2013B,2023 July 13 05:11,assessment,TMA,Female#549732,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Female#2566163,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#228021,X.Y.Z
CSAAA-2013J,2023 June 30 05:11,assessment,TMA,Male#580389,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,subpage,,Male#255548,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#531573,X.Y.Z
CSBBB-2013B,2023 May 06 05:11,assessment,TMA,Female#516529,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#116692,X.Y.Z
CSAAA-2014J,2023 July 05 05:11,assessment,TMA,Male#294655,X.Y.Z
CSAAA-2013J,2023 January 30 05:11,assessment,TMA,Female#260355,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,forumng,,Female#335764,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Male#187100,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Female#1894188,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#306466,X.Y.Z
CSBBB-2013B,2023 May 12 05:11,assessment,TMA,Female#2291598,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,homepage,,Male#390890,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,subpage,,Male#2523736,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Male#2518069,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#549873,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Male#296332,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#500819,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#174782,X.Y.Z
CSBBB-2013B,2023 February 21 05:11,assessment,TMA,Female#556605,X.Y.Z
CSBBB-2013B,2023 July 15 05:11,assessment,TMA,Female#1678401,X.Y.Z
CSAAA-2013J,2023 January 09 05:17,registration,,Male#255548,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,oucontent,,Male#305386,X.Y.Z
CSAAA-2013J,2023 June 23 05:11,assessment,TMA,Female#2437837,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,homepage,,Female#2358056,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#556882,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#77367,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,forumng,,Male#2574528,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#2411778,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Male#227517,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#2342426,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#319209,X.Y.Z
CSAAA-2013J,2023 March 03 05:11,assessment,TMA,Male#2557283,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#1401935,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#331354,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,forumng,,Female#202635,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2557283,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#536189,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Female#32885,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#271251,X.Y.Z
CSBBB-2013B,2023 April 06 05:11,assessment,TMA,Male#555674,X.Y.Z
CSBBB-2013B,2023 February 23 05:11,assessment,TMA,Female#552718,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,subpage,,Male#238007,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Male#523672,X.Y.Z
CSBBB-2013B,2023 March 11 05:11,assessment,TMA,Female#510141,X.Y.Z
CSBBB-2013B,2023 March 11 05:11,assessment,TMA,Female#478873,X.Y.Z
CSBBB-2013B,2023 March 11 05:11,assessment,TMA,Female#387702,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#291334,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,homepage,,Male#186149,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,subpage,,Female#2080474,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Male#294570,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,resource,,Female#262934,X.Y.Z
CSAAA-2014J,2023 June 24 05:11,assessment,TMA,Male#371710,X.Y.Z
CSCCC-2014B,2023 January 09 05:18,registration,,Male#577427,X.Y.Z
CSBBB-2014J,2023 January 09 05:17,registration,,Female#653465,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#343446,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,homepage,,Male#281589,X.Y.Z
CSBBB-2013B,2023 July 23 05:11,assessment,TMA,Female#559350,X.Y.Z
CSAAA-2014J,2023 July 06 05:11,assessment,TMA,Male#147756,X.Y.Z
CSBBB-2013B,2023 June 16 05:11,assessment,TMA,Male#2692384,X.Y.Z
CSBBB-2013B,2023 January 09 05:13,registration,,Female#551080,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,subpage,,Male#186149,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#1970390,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#142324,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#63400,X.Y.Z
CSBBB-2013B,2023 February 06 05:11,assessment,TMA,Female#532140,X.Y.Z
CSAAA-2013J,2023 January 27 05:11,assessment,TMA,Female#258392,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#2375144,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Male#474071,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,oucontent,,Female#2122180,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#561452,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#692215,X.Y.Z
CSAAA-2013J,2023 January 09 05:13,registration,,Male#2479954,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Female#365439,X.Y.Z
CSBBB-2013B,2023 March 10 05:11,assessment,CMA,Male#1436591,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Female#547165,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#644975,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#1626710,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Female#2171627,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#175392,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,subpage,,Male#175392,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,oucontent,,Male#760729,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,subpage,,Male#1976139,X.Y.Z
CSBBB-2013B,2023 April 19 05:11,assessment,TMA,Female#410739,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,resource,,Male#405088,X.Y.Z
CSBBB-2014B,2023 January 09 05:14,registration,,Female#318876,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#75091,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,homepage,,Male#603861,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,forumng,,Female#127582,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,resource,,Male#184271,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,subpage,,Male#231554,X.Y.Z
CSBBB-2013B,2023 June 17 05:11,assessment,TMA,Female#499380,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Female#1686521,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#513093,X.Y.Z
CSAAA-2013J,2023 January 02 05:11,resource,,Female#331358,X.Y.Z
CSBBB-2013B,2023 June 18 05:11,assessment,TMA,Female#552914,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,subpage,,Male#2641155,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#2231614,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#593743,X.Y.Z
CSAAA-2013J,2023 January 01 05:11,oucontent,,Male#588775,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,subpage,,Male#760729,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#2641155,X.Y.Z
CSBBB-2013J,2023 January 09 05:17,registration,,Female#2691566,X.Y.Z
CSBBB-2013B,2023 May 26 05:11,assessment,TMA,Female#484039,X.Y.Z
CSAAA-2014J,2023 March 03 05:11,assessment,TMA,Male#677186,X.Y.Z
CSBBB-2013B,2023 January 28 05:11,assessment,TMA,Female#2483179,X.Y.Z
CSBBB-2013B,2023 April 07 05:11,assessment,TMA,Female#557528,X.Y.Z
CSBBB-2013B,2023 March 18 05:11,assessment,TMA,Female#554206,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,homepage,,Male#71361,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#760729,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,oucontent,,Male#104476,X.Y.Z
CSBBB-2013B,2023 April 22 05:11,assessment,TMA,Female#377905,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#101781,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,resource,,Male#305386,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Male#232307,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#291037,X.Y.Z
CSBBB-2013B,2023 January 09 05:17,registration,,Female#546322,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Female#536726,X.Y.Z
CSBBB-2014J,2023 January 09 05:14,registration,,Female#609203,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#437562,X.Y.Z
CSAAA-2013J,2023 January 07 05:11,forumng,,Male#102952,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,resource,,Male#238007,X.Y.Z
CSAAA-2013J,2022 December 30 05:11,resource,,Male#110175,X.Y.Z
CSAAA-2014J,2023 January 27 05:11,assessment,TMA,Female#309142,X.Y.Z
CSBBB-2013B,2023 January 26 05:11,assessment,TMA,Male#543165,X.Y.Z
CSAAA-2013J,2023 May 04 05:11,assessment,TMA,Male#187100,X.Y.Z
CSAAA-2014J,2023 August 11 05:11,assessment,TMA,Female#310412,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,url,,Male#116692,X.Y.Z
CSBBB-2013B,2023 February 24 05:11,assessment,TMA,Male#2622465,X.Y.Z
CSBBB-2013B,2023 July 26 05:11,assessment,TMA,Female#554344,X.Y.Z
CSAAA-2013J,2023 January 04 05:11,homepage,,Male#2208424,X.Y.Z
CSAAA-2013J,2023 January 03 05:11,oucontent,,Male#106577,X.Y.Z
CSAAA-2014J,2023 January 28 05:11,assessment,TMA,Male#200804,X.Y.Z
CSAAA-2013J,2023 January 06 05:11,oucontent,,Male#38053,X.Y.Z
CSBBB-2013B,2023 July 09 05:11,assessment,TMA,Female#499387,X.Y.Z
CSBBB-2013B,2023 February 22 05:11,assessment,TMA,Female#1521540,X.Y.Z
CSAAA-2013J,2022 December 31 05:11,forumng,,Female#181316,X.Y.Z
CSBBB-2013B,2023 January 25 05:11,assessment,TMA,Female#483109,X.Y.Z
CSBBB-2013B,2023 July 14 05:11,assessment,TMA,Female#2580439,X.Y.Z
CSBBB-2013B,2023 April 08 05:11,assessment,TMA,Male#273877,X.Y.Z
CSAAA-2013J,2023 January 05 05:11,oucontent,,Male#45462,X.Y.Z
